Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Car Age,Mileage Per Year,Log Price,Transmission Encoded,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Gasoline,Fuel Type_Hybrid,Body Type_Coupe,Body Type_Crossover,Body Type_Hard Top Convertible,Body Type_Hatchback,Body Type_Other,Body Type_Pick Up Truck,Body Type_SUV,Body Type_Sedan,Body Type_Soft Top Convertible,Body Type_Sports Car,Body Type_Utility Truck,Body Type_Van,Body Type_Wagon,Make Encoded,Model Encoded,Color Encoded,Year zscore scaled,Mileage zscore scaled,Price zscore scaled,Cylinders zscore scaled,Car Age zscore scaled,Mileage Per Year zscore scaled
jeep,grand-cherokee,2019,35953.0,20941,SUV,6,Automatic Transmission,Gasoline,Black,6,3490.1666666666665,10.489995622606362,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129047.2811594203,117764.11111111111,295369.32502351835,0.7818256671989444,-1.6040224832238306,-0.44437800287309015,-0.11307532380972793,-0.7818256671989456,-0.5899149653308181
mercedes-benz,e-class,2007,206128.0,108666,Coupe,6,Automatic Transmission,Gasoline,White,18,6037.0,12.236257465374036,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,140117.16753926701,190510.7618479881,-1.2905166208350163,-0.5556544421093237,-0.08303682467849192,-0.11307532380972793,1.290516620835015,-0.5281652781705902
mercedes-benz,s-class,2016,345055.0,292884,Coupe,8,Automatic Transmission,Gasoline,Blue,9,32542.666666666668,12.7514620016818,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,361820.0520833333,304107.44606413995,0.26374009519045427,1.6458646664461876,0.21195389583298715,0.9295740428083263,-0.2637400951904555,0.11448243780609255
gmc,yukon,2013,106765.0,263000,SUV,8,Automatic Transmission,Gasoline,Grey,12,21916.666666666668,11.578394802763532,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,118440.89583333333,172977.7258064516,259363.79265493498,-0.25434547681803593,1.2887323718817427,-0.29401930441376367,0.9295740428083263,0.2543454768180347,-0.1431520792142263
cadillac,xt5,2018,76077.0,74052,SUV,6,Automatic Transmission,Gasoline,Red,7,10578.857142857143,11.239514408755962,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,212005.60544217686,82928.66666666667,276426.75433070865,0.6091304765294477,-0.9693131639689708,-0.35918068579431794,-0.11307532380972793,-0.609130476529449,-0.41804489690056523
mercedes-benz,g-class,2022,1100035.0,151592,SUV,8,Automatic Transmission,Gasoline,Black,3,50530.666666666664,13.9108534645058,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,900353.9221789883,295369.32502351835,1.2999112392074346,-0.042662176131765206,1.8150410867444478,0.9295740428083263,-1.299911239207436,0.5506135964887101
toyota,land-cruiser,2015,332781.0,155590,SUV,8,Automatic Transmission,Gasoline,White,10,15559.0,12.715242899927999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,215644.51442307694,190510.7618479881,0.09104490452095754,0.005116398144390946,0.18589189130141376,0.9295740428083263,-0.09104490452095877,-0.297297983697837
audi,q3,2006,76677.0,291532,SUV,4,Automatic Transmission,Gasoline,White,19,15343.78947368421,11.24737011439898,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,190098.48362720403,96216.25,190510.7618479881,-1.463211811504513,1.6297074297224847,-0.3579066754701413,-1.1557246904277823,1.4632118115045119,-0.3025159076584108
lotus,evora,2017,389925.0,102565,Coupe,6,Automatic Transmission,Gasoline,Grey,8,12820.625,12.873712256512492,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333210.2,333210.2,259363.79265493498,0.436435285859951,-0.6285651678869196,0.30722863457599653,-0.11307532380972793,-0.4364352858599522,-0.3636917273968315
nissan,altima,2022,58771.0,138789,Sedan,4,Automatic Transmission,Gasoline,White,3,46263.0,10.981420829995837,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,46364.504504504504,190510.7618479881,1.2999112392074346,-0.19566594963292258,-0.39592739024465273,-1.1557246904277823,-1.299911239207436,0.44714114773373365
porsche,panamera,2015,87279.0,254839,Sports Car,8,Automatic Transmission,Gasoline,Blue,10,25483.9,11.376876620506952,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,336755.0177777778,209990.6393442623,304107.44606413995,0.09104490452095754,1.1912033712144814,-0.3353949130419402,0.9295740428083263,-0.09104490452095877,-0.05666210773557812
bmw,x6,2013,235539.0,45428,SUV,6,Automatic Transmission,Gasoline,Black,12,3785.6666666666665,12.36963602939554,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,195994.26470588235,295369.32502351835,-0.25434547681803593,-1.311387678746533,-0.020586961937893545,-0.11307532380972793,0.2543454768180347,-0.5827503690782768
mercedes-benz,m-class,2005,41434.0,126478,SUV,8,Automatic Transmission,Gasoline,Black,20,6323.9,10.631881213283142,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,64564.318181818184,295369.32502351835,-1.6359070021740096,-0.34279001864586867,-0.4327399185617366,0.9295740428083263,1.6359070021740085,-0.5212091947023868
nissan,altima,2020,56302.0,240205,Sedan,4,Automatic Transmission,Gasoline,Grey,5,48041.0,10.938503098676163,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,46364.504504504504,259363.79265493498,0.9545208578684412,1.0163180145468302,-0.4011699427286396,-1.1557246904277823,-0.9545208578684424,0.4902499536119688
audi,a5,2015,292853.0,281703,Hatchback,4,Automatic Transmission,Gasoline,Grey,10,28170.3,12.587429470294376,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190098.48362720403,131714.31578947368,259363.79265493498,0.09104490452095754,1.5122447967659218,0.10111075092853927,-1.1557246904277823,-0.09104490452095877,0.00847146713016477
chevrolet,tahoe,2011,64414.0,170658,SUV,8,Automatic Transmission,Gasoline,Gold,14,12189.857142857143,11.073101804225626,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,109592.51923076923,185866.51260504202,-0.5997358581570293,0.1851883234053016,-0.38394532314577146,0.9295740428083263,0.5997358581570281,-0.3789851183461013
toyota,camry,2024,21762.0,75850,Sedan,4,Automatic Transmission,Gasoline,White,1,75850.0,9.987966559114067,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,59573.661538461536,190510.7618479881,1.6453016205464281,-0.9478259512254669,-0.4745104703904079,-1.1557246904277823,-1.6453016205464293,1.1644978628739722
rolls-royce,phantom,2019,889965.0,297031,Sedan,12,Automatic Transmission,Gasoline,Black,6,49505.166666666664,13.698938538731408,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1827529.645390071,1530638.9444444445,295369.32502351835,0.7818256671989444,1.6954238829352368,1.3689888387448046,3.014872776044435,-0.7818256671989456,0.525749659240043
toyota,sequoia,2023,105547.0,193226,SUV,8,Automatic Transmission,Gasoline,White,2,96613.0,11.566921104731241,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,54443.166666666664,190510.7618479881,1.4726064298769315,0.45488989025479937,-0.2966055453718422,0.9295740428083263,-1.4726064298769326,1.6679107630144654
bmw,x2,2009,183675.0,261666,Hatchback,4,Automatic Transmission,Gasoline,Black,16,16354.125,12.120928614872732,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,133630.4,295369.32502351835,-0.9451262394960228,1.2727902462978526,-0.13071241435972192,-1.1557246904277823,0.9451262394960216,-0.2780196432738034
mitsubishi,pajero,2021,18432.0,206071,SUV,6,Automatic Transmission,Gasoline,Black,4,51517.75,9.821897815496174,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48964.87372013652,51077.09316770186,295369.32502351835,1.1272160485379379,0.6083955897488529,-0.4815812276895882,-0.11307532380972793,-1.1272160485379392,0.5745460958150926
nissan,maxima,2012,68120.0,133069,Sedan,6,Automatic Transmission,Gasoline,Red,13,10236.076923076924,11.129040814645387,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,62400.5625,276426.75433070865,-0.4270406674875326,-0.2640234896178183,-0.37607618604344045,-0.11307532380972793,0.4270406674875314,-0.4263558338822325
mitsubishi,pajero,2017,21888.0,199550,SUV,6,Automatic Transmission,Gasoline,White,8,24943.75,9.993739506513155,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48964.87372013652,51077.09316770186,190510.7618479881,0.436435285859951,0.530465604042296,-0.4742429282223308,-0.11307532380972793,-0.4364352858599522,-0.06975840778908138
jeep,wrangler-unlimited,2017,175724.0,277695,SUV,6,Automatic Transmission,Gasoline,Red,8,34711.875,12.076675552044106,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129047.2811594203,173958.32258064515,276426.75433070865,0.436435285859951,1.464346716300981,-0.14759517450560264,-0.11307532380972793,-0.4364352858599522,0.16707635285171496
audi,q7,2012,85827.0,83246,SUV,6,Automatic Transmission,Gasoline,Grey,13,6403.538461538462,11.360100572564972,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,190098.48362720403,94692.92063492064,259363.79265493498,-0.4270406674875326,-0.8594391740002415,-0.3384780180264476,-0.11307532380972793,0.4270406674875314,-0.5192783066377621
audi,s7rs7,2007,512596.0,295758,Sports Car,8,Automatic Transmission,Gasoline,Grey,18,16431.0,13.1472452403784,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,190098.48362720403,508092.0588235294,259363.79265493498,-1.2905166208350163,1.680210745102934,0.56770216870445,0.9295740428083263,1.290516620835015,-0.2761557571928758
nissan,patrol,2005,93700.0,243534,SUV,8,Automatic Transmission,Gasoline,White,20,12176.7,11.447864140528155,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,162685.6968911917,190510.7618479881,-1.6359070021740096,1.0561016247932844,-0.3217608792227099,0.9295740428083263,1.6359070021740085,-0.3793041221241333
chevrolet,corvette,2017,165914.0,269494,Hard Top Convertible,8,Automatic Transmission,Gasoline,Red,8,33686.75,12.019230888004465,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,219864.64,276426.75433070865,0.436435285859951,1.3663396908785805,-0.16842524330589062,0.9295740428083263,-0.4364352858599522,0.14222150773027187
mercedes-benz,g-class,2019,977251.0,104011,SUV,8,Automatic Transmission,Gasoline,Black,6,17335.166666666668,13.792499830212329,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,900353.9221789883,295369.32502351835,0.7818256671989444,-0.6112845729886401,1.554327614004941,0.9295740428083263,-0.7818256671989456,-0.25423362821936374
rolls-royce,cullinan,2022,2374649.0,59640,SUV,12,Automatic Transmission,Gasoline,White,3,19880.0,14.680360616170033,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1827529.645390071,2287045.5555555555,190510.7618479881,1.2999112392074346,-1.1415454832455998,4.521493412311244,3.014872776044435,-1.299911239207436,-0.1925324324043307
mercedes-benz,c-class,2021,202537.0,295711,Sedan,8,Automatic Transmission,Gasoline,White,4,73927.75,12.21868280224485,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,141566.2564102564,190510.7618479881,1.1272160485379379,1.6796490660156456,-0.09066177646868909,0.9295740428083263,-1.1272160485379392,1.1178916187235572
chevrolet,captiva,2007,23789.0,193110,SUV,4,Automatic Transmission,Gasoline,Black,18,10728.333333333334,10.077020603297003,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,48451.31578947369,295369.32502351835,-1.2905166208350163,0.4535036184648959,-0.47020643884523117,-1.1557246904277823,1.290516620835015,-0.41442074612516805
bmw,x6,2005,139177.0,35077,SUV,8,Automatic Transmission,Gasoline,Red,20,1753.85,11.843508968414863,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,195994.26470588235,276426.75433070865,-1.6359070021740096,-1.4350885347576616,-0.22519726670174178,0.9295740428083263,1.6359070021740085,-0.6320131307562837
nissan,patrol,2010,261053.0,229817,SUV,8,Automatic Transmission,Gasoline,White,15,15321.133333333333,12.472482561456415,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,162685.6968911917,190510.7618479881,-0.7724310488265261,0.892174985637198,0.03358820374717759,0.9295740428083263,0.7724310488265249,-0.30306522101967964
alfa-romeo,giulia,2012,132408.0,122922,Sedan,4,Automatic Transmission,Gasoline,Blue,13,9455.538461538461,11.793650896005609,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,129776.91304347826,166513.7,304107.44606413995,-0.4270406674875326,-0.3852864193777374,-0.23957022650899454,-1.1557246904277823,0.4270406674875314,-0.44528051387039774
toyota,hilux,2018,90549.0,134693,Pick Up Truck,4,Manual Transmission,Gasoline,White,7,19241.85714285714,11.413657463311559,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,91891.54166666667,190510.7618479881,0.6091304765294477,-0.2446156845591696,-0.3284515567751775,-1.1557246904277823,-0.609130476529449,-0.20800463518900666
lexus,rx-series,2012,192976.0,177866,SUV,6,Automatic Transmission,Gasoline,White,13,13682.0,12.17032628980114,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174917.89380530972,116089.28947368421,190510.7618479881,-0.4270406674875326,0.271328384281373,-0.11096313098444377,-0.11307532380972793,0.4270406674875314,-0.342807111163218
dodge,charger,2023,19399.0,200500,Sedan,6,Automatic Transmission,Gasoline,Silver,2,100250.0,9.87302834505142,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108487.78776978418,82294.7,148198.60392609698,1.4726064298769315,0.5418186919768504,-0.47952794771712354,-0.11307532380972793,-1.4726064298769326,1.7560922742513276
land-rover,range-rover,2019,240555.0,179630,SUV,8,Automatic Transmission,Gasoline,Black,6,29938.333333333332,12.390708189655859,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,249111.48884758365,287027.0,295369.32502351835,0.7818256671989444,0.2924092759830087,-0.009936235627776872,0.9295740428083263,-0.7818256671989456,0.05133862447151218
toyota,fj-cruiser,2014,108571.0,212881,SUV,6,Automatic Transmission,Gasoline,Black,11,19352.81818181818,11.595168826351244,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,86534.54,295369.32502351835,-0.08165028614853918,0.6897793043112899,-0.290184533337992,-0.11307532380972793,0.08165028614853796,-0.20531431016728638
mitsubishi,pajero,2005,62060.0,93627,SUV,6,Automatic Transmission,Gasoline,White,20,4681.35,11.035873051311158,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48964.87372013652,51077.09316770186,190510.7618479881,-1.6359070021740096,-0.7353797994227586,-0.38894369031762444,-0.11307532380972793,1.6359070021740085,-0.5610339242272998
kia,rio,2017,43071.0,138992,Sedan,4,Automatic Transmission,Gasoline,White,8,17374.0,10.6706284130044,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44691.06956521739,33067.72727272727,190510.7618479881,0.436435285859951,-0.19323997400059148,-0.4292639937272747,-1.1557246904277823,-0.4364352858599522,-0.25329208793349683
mercedes-benz,g-class,2015,1239731.0,48096,SUV,8,Automatic Transmission,Gasoline,Black,10,4809.6,14.030405785189716,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,900353.9221789883,295369.32502351835,0.09104490452095754,-1.279503427578753,2.111664663821413,0.9295740428083263,-0.09104490452095877,-0.557924416716679
toyota,hilux,2011,77400.0,115935,Pick Up Truck,4,Manual Transmission,Gasoline,White,14,8281.07142857143,11.256754979390998,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,91891.54166666667,190510.7618479881,-0.5997358581570293,-0.4687853934816651,-0.3563714930295085,-1.1557246904277823,0.5997358581570281,-0.47375625702819457
nissan,maxima,2007,64795.0,135292,Sedan,6,Automatic Transmission,Gasoline,White,18,7516.222222222223,11.078999152040028,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,62400.5625,190510.7618479881,-1.2905166208350163,-0.2374572638509611,-0.3831363265899193,-0.11307532380972793,1.290516620835015,-0.49230054047174354
porsche,cayenne,2011,94989.0,127460,SUV,8,Automatic Transmission,Gasoline,Brown,14,9104.285714285714,11.461526901884229,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,336755.0177777778,242302.2093023256,88297.27234042554,-0.5997358581570293,-0.331054510907203,-0.3190238803762704,0.9295740428083263,0.5997358581570281,-0.4537968729792366
nissan,patrol,2019,155760.0,238056,SUV,6,Manual Transmission,Gasoline,Black,6,39676.0,11.956078060159012,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,162685.6968911917,295369.32502351835,0.7818256671989444,0.9906361345769805,-0.18998574469203988,-0.11307532380972793,-0.7818256671989456,0.2874349023344451
nissan,x-trail,2020,45101.0,174018,Sedan,4,Automatic Transmission,Gasoline,Burgundy,5,34803.6,10.716681870405523,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,58953.84,116749.41025641025,0.9545208578684412,0.22534240283698861,-0.42495359213047706,-1.1557246904277823,-0.9545208578684424,0.16930028717071444
dodge,ram,2007,99591.0,271998,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey,18,15111.0,11.508837119061623,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108487.78776978418,221113.41379310345,259363.79265493498,-1.2905166208350163,1.3962640405502902,-0.30925222118983564,-0.11307532380972793,1.290516620835015,-0.3081600450214868
dodge,challenger,2008,62901.0,63545,Coupe,8,Automatic Transmission,Gasoline,Red,17,3737.9411764705883,11.049333238685419,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108487.78776978418,82554.16666666667,276426.75433070865,-1.1178214301655196,-1.0948783165251421,-0.38715795251323687,0.9295740428083263,1.1178214301655183,-0.583907505688123
toyota,corolla,2008,35929.0,74383,Sedan,4,Automatic Transmission,Gasoline,Blue,17,4375.470588235294,10.489327880107565,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,48173.64705882353,304107.44606413995,-1.1178214301655196,-0.9653575091201945,-0.44442896328605724,-1.1557246904277823,1.1178214301655183,-0.5684501762992421
toyota,land-cruiser,2010,183709.0,135552,Pick Up Truck,6,Manual Transmission,Gasoline,Burgundy,15,9036.8,12.121113706302983,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,215644.51442307694,116749.41025641025,-0.7724310488265261,-0.23435010294255676,-0.1306402204413519,-0.11307532380972793,0.7724310488265249,-0.45543310951281196
ferrari,488-gtb,2012,791561.0,203867,Coupe,8,Automatic Transmission,Gasoline,Red,13,15682.076923076924,13.581763487515872,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225834.0894308942,755833.625,276426.75433070865,-0.4270406674875326,0.5820564257406867,1.1600426521776752,0.9295740428083263,0.4270406674875314,-0.2943139009166145
mercedes-benz,c-class,2013,203679.0,79945,Sedan,8,Automatic Transmission,Gasoline,Black,12,6662.083333333333,12.224305413791233,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,141566.2564102564,295369.32502351835,-0.25434547681803593,-0.8988881669180983,-0.08823691015167288,0.9295740428083263,0.2543454768180347,-0.5130097123244785
lexus,rx-series,2023,90690.0,98937,SUV,6,Automatic Transmission,Gasoline,Gold,2,49468.5,11.415213402954866,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174917.89380530972,116089.28947368421,185866.51260504202,1.4726064298769315,-0.6719220131780389,-0.328152164348996,-0.11307532380972793,-1.4726064298769326,0.5248606512448039
genesis,gv80,2014,255483.0,156504,SUV,6,Automatic Transmission,Gasoline,Grey,11,14227.636363636364,12.45091506435584,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,169912.75,231831.0,259363.79265493498,-0.08165028614853918,0.01603926379932009,0.02176114123773782,-0.11307532380972793,0.08165028614853796,-0.32957779053323705
mercedes-benz,gls-class,2005,1357180.0,60319,SUV,8,Automatic Transmission,Gasoline,Black,20,3015.95,14.120920312383669,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,993504.7,295369.32502351835,-1.6359070021740096,-1.133431013027113,2.361050061428449,0.9295740428083263,1.6359070021740085,-0.601412667371064
honda,accord,2018,52153.0,267010,Sedan,4,Automatic Transmission,Gasoline,Silver,7,38144.28571428572,10.861956159309152,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56072.90909090909,46981.205128205125,148198.60392609698,0.6091304765294477,1.3366543535844406,-0.409979724120321,-1.1557246904277823,-0.609130476529449,0.25029745925020624
porsche,carrera,2009,274571.0,75006,Coupe,6,Automatic Transmission,Gasoline,Red,16,4687.875,12.52296880062035,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336755.0177777778,594474.9243697479,276426.75433070865,-0.9451262394960228,-0.9579122735589025,0.06229165635087718,-0.11307532380972793,0.9451262394960216,-0.5608757212136015
toyota,pickup,2013,148247.0,89779,SUV,6,Manual Transmission,Gasoline,Gold,12,7481.583333333333,11.906641826043845,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,171767.53333333333,185866.51260504202,-0.25434547681803593,-0.7813657808671429,-0.20593847730127166,-0.11307532380972793,0.2543454768180347,-0.4931403836308824
nissan,xterra,2012,17818.0,176592,Sedan,6,Automatic Transmission,Gasoline,Black,13,13584.0,9.788020582727414,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,66058.0,295369.32502351835,-0.4270406674875326,0.2561032958301917,-0.482884964921329,-0.11307532380972793,0.4270406674875314,-0.3451831870777664
ferrari,599,2018,652863.0,27275,Sports Car,8,Automatic Transmission,Gasoline,Red,7,3896.4285714285716,13.38912411704219,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1225834.0894308942,2467926.3333333335,276426.75433070865,0.6091304765294477,-1.528327263247549,0.8655381789399236,0.9295740428083263,-0.609130476529449,-0.5800648721991517
volkswagen,touareg,2015,38009.0,176129,Crossover,6,Automatic Transmission,Gasoline,Black,10,17612.9,10.545604561983295,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82030.72222222222,100661.25,295369.32502351835,0.09104490452095754,0.25057015928945625,-0.4400123941622449,-0.11307532380972793,-0.09104490452095877,-0.24749979674997014
mercedes-benz,cla,2005,74688.0,64076,Sedan,4,Automatic Transmission,Gasoline,White,20,3203.8,11.2210881045883,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,136498.57142857142,190510.7618479881,-1.6359070021740096,-1.08853253790067,-0.36213001969478686,-1.1557246904277823,1.6359070021740085,-0.5968581177736363
